product_id,created_at,updated_at,brand,description,image_url,is_active,mall_name,max_price,min_price,name,naver_product_id,product_category,stock_quantity,sub_category
15,2026-05-29 05:30:36.154384,2026-05-29 05:30:36.154384,닥터지,브랜드: 닥터지 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192928/51929286841.20241213210705.jpg,1,네이버,19100,19100,"닥터지 블랙 스네일 크림 50ml, 2개",51929286841,화장품/미용,100,스킨케어
16,2026-05-29 05:30:36.164581,2026-05-29 05:30:36.164581,닥터코스모,브랜드: 닥터코스모 제조사: 뉴앤뉴 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192952/51929520788.20241213220747.jpg,1,네이버,52000,52000,"닥터코스모 마이크로 바이옴 리페어 엠엘 크림 50ml, 1개",51929520788,화장품/미용,100,스킨케어
17,2026-05-29 05:30:36.172335,2026-05-29 05:30:36.172335,아르시코,브랜드: 아르시코 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192958/51929585129.20241213221858.jpg,1,네이버,26000,26000,"아르시코 EGF 그린티 시카 크림 120ml, 1개",51929585129,화장품/미용,100,스킨케어
18,2026-05-29 05:30:36.18015,2026-05-29 05:30:36.18015,비앤힐,브랜드: 비앤힐 제조사: 셀아이콘랩 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192924/51929241877.20241213205757.jpg,1,네이버,32500,32500,"비앤힐 트라넥스 멜라제로 기미 크림 50ml, 1개",51929241877,화장품/미용,100,스킨케어
19,2026-05-29 05:30:36.185805,2026-05-29 05:30:36.185805,"",제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8671809/86718090146.15.jpg,1,알엑스더마,31800,31800,레티놀 크림 기미 착색 미백 화이트닝 비타민A 레티날 모공축소 트라넥삼산 판테놀 잡티,86718090146,화장품/미용,100,스킨케어
20,2026-05-29 05:30:36.193563,2026-05-29 05:30:36.193563,"",제조사: 동국제약 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_6005639/60056394974.20260515222206.jpg,1,네이버,33900,33900,"센텔리안24 멜라큐 어드밴스드 크림 55ml, 2개",60056394974,화장품/미용,100,스킨케어
21,2026-05-29 05:30:36.201353,2026-05-29 05:30:36.201353,"",제조사: 에스에이코스메틱 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5912717/59127176460.20260303122802.jpg,1,네이버,23000,23000,"아이엠케어 셀토닝 미페어 크림 60ml, 1개",59127176460,화장품/미용,100,스킨케어
22,2026-05-29 05:30:36.20769,2026-05-29 05:30:36.20769,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8073614/80736146383.37.jpg,1,스킨프리,16000,16000,피디알엔 재생 크림 (PDRN 미백 탄력 영양 보습 수분 크림),80736146383,화장품/미용,100,스킨케어
23,2026-05-29 05:30:36.215146,2026-05-29 05:30:36.215146,피븐,브랜드: 피븐 제조사: 레인보우 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5698784/56987847315.20250929151103.jpg,1,네이버,38800,38800,"피븐 펩타시카 병풀재생크림 70ml, 1개",56987847315,화장품/미용,100,스킨케어
24,2026-05-29 05:30:36.222271,2026-05-29 05:30:36.222271,도미나스,브랜드: 도미나스 제조사: 태극제약 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8253877/82538774878.5.jpg,1,코이코이,46990,46990,도미나스 크림 95g 태극제약 도미나크림 기미 잡티 미백 50g 1개+15g 3개 TG,82538774878,화장품/미용,100,스킨케어
25,2026-05-29 05:30:36.228058,2026-05-29 05:30:36.228058,엔텔로라,브랜드: 엔텔로라 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8817912/88179123185.5.jpg,1,엔텔로라,26400,26400,리뉴51 점뺀후 EGF 재생크림 이지에프 세라마이드 판테놀 크림,88179123185,화장품/미용,100,스킨케어
26,2026-05-29 05:30:36.23387,2026-05-29 05:30:36.23387,센텔리안24,브랜드: 센텔리안24 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8728742/87287421597.1.jpg,1,고운매마켓,8350,8350,동국제약 마데카크림 시즌7 타임 리버스 50ml,87287421597,화장품/미용,100,스킨케어
27,2026-05-29 05:30:36.237559,2026-05-29 05:30:36.237559,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9014130/90141300621.1.jpg,1,3W 클리닉,36300,36300,이지트라 EGF 재생크림 피부과 레이저 점뺀 재생 관리 후 착색 트라넥삼산 크림 50ml,90141300621,화장품/미용,100,스킨케어
28,2026-05-29 05:30:36.241015,2026-05-29 05:30:36.241015,아크노프,브랜드: 아크노프 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192951/51929514774.20241213220716.jpg,1,네이버,34600,34600,"아크노프 세라지에프 크림 50ml, 1개",51929514774,화장품/미용,100,스킨케어
29,2026-05-29 05:30:36.244536,2026-05-29 05:30:36.244536,설화수,브랜드: 설화수 제조사: 아모레퍼시픽 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5349179/53491795065.20250311155007.jpg,1,네이버,60000,60000,"설화수 탄력 크림 EX 75ml, 1개",53491795065,화장품/미용,100,스킨케어
30,2026-05-29 05:30:36.248041,2026-05-29 05:30:36.248041,도미나스,브랜드: 도미나스 제조사: 리베코스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5996901/59969019271.20260508163415.jpg,1,네이버,22750,22750,"도미나스 프로븐 다크 스팟 솔루션 50g, 1개",59969019271,화장품/미용,100,스킨케어
31,2026-05-29 05:30:36.251461,2026-05-29 05:30:36.251461,센텔리안24,브랜드: 센텔리안24 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192922/51929227944.20260330171700.jpg,1,네이버,6220,6220,"센텔리안24 동국제약 더 마데카 크림 시즌6 병풀 50ml, 1개",51929227944,화장품/미용,100,스킨케어
32,2026-05-29 05:30:36.254983,2026-05-29 05:30:36.254983,피지오겔,브랜드: 피지오겔 제조사: NEOCOSMED 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192918/51929181686.20241213204103.jpg,1,네이버,41950,41950,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml, 2개",51929181686,화장품/미용,100,스킨케어
33,2026-05-29 05:30:36.258469,2026-05-29 05:30:36.258469,닥터지,브랜드: 닥터지 제조사: 코스맥스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192949/51929494197.20241213220338.jpg,1,네이버,8750,8750,"닥터지 레드 블레미쉬 클리어 시카 수딩 수분 크림 70ml, 1개",51929494197,화장품/미용,100,스킨케어
34,2026-05-29 05:30:36.261971,2026-05-29 05:30:36.261971,인셀덤,브랜드: 인셀덤 제조사: 에스겔코스메틱 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5688826/56888265825.20250923142128.jpg,1,네이버,59000,59000,"인셀덤 더마톨로지 크림 50ml, 1개",56888265825,화장품/미용,100,스킨케어
35,2026-05-29 05:30:36.26531,2026-05-29 05:30:36.26531,설화수,브랜드: 설화수 제조사: 아모레퍼시픽 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192951/51929514224.20250123111249.jpg,1,네이버,139990,139990,"설화수 자음생크림 리치 50ml, 1개",51929514224,화장품/미용,100,스킨케어
36,2026-05-29 05:30:36.272185,2026-05-29 05:30:36.272185,미라클뮤즈,브랜드: 미라클뮤즈 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8600280/86002807704.26.jpg,1,미라클뮤즈,28900,28900,미라클뮤즈아하바하메디크림 [약국보습 재생기미미백 착색색소침착스티바a 멜라논멜라토닌멜라토닝],86002807704,화장품/미용,100,스킨케어
37,2026-05-29 05:30:36.280346,2026-05-29 05:30:36.280346,지아자,브랜드: 지아자 제조사: 지아자 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5232536/52325368618.20260130105310.jpg,1,네이버,22390,22390,"지아자 산양유 나이트 크림 50ml, 4개",52325368618,화장품/미용,100,스킨케어
38,2026-05-29 05:30:36.289977,2026-05-29 05:30:36.289977,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8176007/81760079907.15.jpg,1,애플타이거,19800,19800,대용량 히알루론산 수분 크림 병풀 시카 재생 탄력 영양 보습 달팽이 크림 주름개선,81760079907,화장품/미용,100,스킨케어
39,2026-05-29 05:30:36.296573,2026-05-29 05:30:36.296573,에스트라,브랜드: 에스트라 제조사: 에스트라 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8976464/89764647450.6.jpg,1,오감공감,39400,39400,1+1 에스트라 아스트라 아토베리어 365 크림 80ml+선물박스 청소년 민감 보습,89764647450,화장품/미용,100,스킨케어
40,2026-05-29 05:30:36.305468,2026-05-29 05:30:36.305468,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8711879/87118798850.21.jpg,1,허요케,40800,40800,허요케 착색크림 기미잡티 미백 크림 색소침착 시카 크림 멜라닌 흑자 검버섯 착색리스,87118798850,화장품/미용,100,스킨케어
41,2026-05-29 05:30:36.311479,2026-05-29 05:30:36.311479,야다,브랜드: 야다 제조사: 네이처인트로 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192961/51929614784.20241213222245.jpg,1,네이버,24000,24000,"야다 콜라겐 하이드라 코어 크림 50ml, 1개",51929614784,화장품/미용,100,스킨케어
42,2026-05-29 05:30:36.317229,2026-05-29 05:30:36.317229,"",제조사: 엠앤코스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5916620/59166200849.20260306155747.jpg,1,네이버,38000,38000,"오아닉 사하라 엑소 PDRN 크림 70ml, 1개",59166200849,화장품/미용,100,스킨케어
43,2026-05-29 05:30:36.322523,2026-05-29 05:30:36.322523,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5994549/59945490989.jpg,1,쿠팡,30400,30400,제로이드 인텐시브 리치 크림 MD 160g,59945490989,화장품/미용,100,스킨케어
44,2026-05-29 05:30:36.326811,2026-05-29 05:30:36.326811,센텔리안24,브랜드: 센텔리안24 제조사: 리봄화장품 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5523122/55231221815.20260326142905.jpg,1,네이버,7300,7300,"센텔리안24 동국제약 마데카 크림 타이트 리프팅 50ml, 1개",55231221815,화장품/미용,100,스킨케어
45,2026-05-29 05:30:36.329421,2026-05-29 05:30:36.329421,센텔리안24,브랜드: 센텔리안24 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9044648/90446489634.jpg,1,보틀나라,17800,17800,"동국제약 마데카크림 에이징포커스 2026 시즌8 50ml, 2개",90446489634,화장품/미용,100,스킨케어
46,2026-05-29 05:30:36.333475,2026-05-29 05:30:36.333475,"",제조사: 스킨팜 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5912665/59126654486.20260303112726.jpg,1,네이버,26900,26900,"오리시아 락티스 크림 50ml, 1개",59126654486,화장품/미용,100,스킨케어
47,2026-05-29 05:30:36.336535,2026-05-29 05:30:36.336535,살림백서,브랜드: 살림백서 제조사: 오가닉케이코스메틱 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9021969/90219693686.1.jpg,1,살림백서,7000,7000,살림백서 제로 트라넥사마이드 6.5% 크림 30ml 트라넥삼산 히알루론산 잡티 피부톤 개선,90219693686,화장품/미용,100,스킨케어
48,2026-05-29 05:30:36.33955,2026-05-29 05:30:36.33955,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8676165/86761654304.2.jpg,1,Dr.marci,35900,35900,"닥터마르시 시카마일 자생 EGF 레티놀 병풀 리페어크림 1개입, 1개",86761654304,화장품/미용,100,스킨케어
49,2026-05-29 05:30:36.342485,2026-05-29 05:30:36.342485,라로슈포제,브랜드: 라로슈포제 제조사: 라로슈포제 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192927/51929273636.20241213210245.jpg,1,네이버,38050,38050,"라로슈포제 시카플라스트 B5 멀티 리페어 크림 100ml, 1개",51929273636,화장품/미용,100,스킨케어
50,2026-05-29 05:30:36.345376,2026-05-29 05:30:36.345376,메디필,브랜드: 메디필 제조사: 아주화장품 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192923/51929231216.20250724104107.jpg,1,네이버,7850,7850,"메디필 멜라논 엑스 크림 30ml, 1개",51929231216,화장품/미용,100,스킨케어
51,2026-05-29 05:30:36.348131,2026-05-29 05:30:36.348131,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8871883/88718830480.1.jpg,1,베러디션,35900,35900,제로멜크림 기미 얼굴 잡티 주근깨 흑자 검버섯 색소침착 피부착색 미백,88718830480,화장품/미용,100,스킨케어
52,2026-05-29 05:30:36.351118,2026-05-29 05:30:36.351118,"",제조사: 뷰티맥스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9070057/90700577391.1.jpg,1,올시카스토어,19800,19800,올시카 정제수Zero 생 병풀 함유량90% 재생 리페어 크림 부스터 보습 진정 세럼30ml,90700577391,화장품/미용,100,스킨케어
53,2026-05-29 05:30:36.35407,2026-05-29 05:30:36.35407,에스트라,브랜드: 에스트라 제조사: 코스비전 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5646628/56466281563.20250828121347.jpg,1,네이버,19200,19200,"에스트라 아토베리어 365 크림 80ml + 30ml(신형), 1개",56466281563,화장품/미용,100,스킨케어
54,2026-05-29 05:30:36.357173,2026-05-29 05:30:36.357173,더마팩토리,브랜드: 더마팩토리 제조사: 비앤비코리아 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192928/51929287310.20241213211330.jpg,1,네이버,7300,7300,"더마팩토리 레티날 300ppm 크림 30ml, 1개",51929287310,화장품/미용,100,스킨케어
55,2026-05-29 05:30:36.360199,2026-05-29 05:30:36.360199,에스트라,브랜드: 에스트라 제조사: 에스트라 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9082308/90823089864.7.jpg,1,이셀러커머스,28900,28900,에스트라 아토베리어 365 크림 대용량 보습 + 사은품,90823089864,화장품/미용,100,스킨케어
56,2026-05-29 05:30:36.363192,2026-05-29 05:30:36.363192,에스네이처,브랜드: 에스네이처 제조사: 씨앤에프 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192918/51929184770.20241213204311.jpg,1,네이버,16490,16490,"에스네이처 아쿠아 오아시스 수분 젤크림 80ml, 1개",51929184770,화장품/미용,100,스킨케어
57,2026-05-29 05:30:36.36608,2026-05-29 05:30:36.36608,설화수,브랜드: 설화수 제조사: 아모레퍼시픽 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192927/51929276873.20250307174412.jpg,1,네이버,49200,49200,"설화수 탄력 크림 75ml, 1개",51929276873,화장품/미용,100,스킨케어
58,2026-05-29 05:30:36.368898,2026-05-29 05:30:36.368898,센텔리안24,브랜드: 센텔리안24 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5842724/58427242141.20260203104952.jpg,1,네이버,17910,17910,"센텔리안24 동국제약 마데카 크림 에이징 포커스 50ml, 2개",58427242141,화장품/미용,100,스킨케어
59,2026-05-29 05:30:36.371749,2026-05-29 05:30:36.371749,에스트라,브랜드: 에스트라 제조사: 에스트라 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192949/51929499594.20241213221216.jpg,1,네이버,46000,46000,"에스트라 아토베리어 크림 MD 160ml, 1개",51929499594,화장품/미용,100,스킨케어
60,2026-05-29 05:30:36.374796,2026-05-29 05:30:36.374796,코스워커,브랜드: 코스워커 제조사: 동일제약 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_1244786/12447861315.3.jpg,1,코스워커,23900,23900,"코스워커 수분크림 미백 나이아신아마이드 스쿠알란 알로에 크림 50ml, 1개",12447861315,화장품/미용,100,스킨케어
61,2026-05-29 05:30:36.377667,2026-05-29 05:30:36.377667,펠로디,브랜드: 펠로디 제조사: 에이티바이오제약 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9014686/90146863656.14.jpg,1,펠로디,29000,29000,리포좀 300ML 수분 크림 재생 글루타치온 레티놀 보습 탄력 영양 미백 화이트닝 주름개선,90146863656,화장품/미용,100,스킨케어
62,2026-05-29 05:30:36.380486,2026-05-29 05:30:36.380486,"",카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9064291/90642912765.1.jpg,1,베어몬드,15800,15800,더마올로지 8중 히알루론산 대용량 수분크림 1L 주름개선 미백 고보습 진정 영양 남자 여자,90642912765,화장품/미용,100,스킨케어
63,2026-05-29 05:30:36.383437,2026-05-29 05:30:36.383437,"",제조사: 바이오시엠 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8961191/89611919618.2.jpg,1,스무아디,29000,29000,"[약국입점] 스무아디 그린캐비어 모이스쳐 락인 크림 100ml, 1개",89611919618,화장품/미용,100,스킨케어
64,2026-05-29 05:30:36.386619,2026-05-29 05:30:36.386619,레피넬,브랜드: 레피넬 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9064611/90646114726.jpg,1,레피넬 Refinelle,26000,26000,"레피넬 재생크림 EGF 피부과 레이저 진정 케어 아쥬얼 리페어 크림 40ml, 1개",90646114726,화장품/미용,100,스킨케어
65,2026-05-29 05:30:36.390285,2026-05-29 05:30:36.390285,비앤힐,브랜드: 비앤힐 제조사: 셀아이콘랩 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8602787/86027872656.1.jpg,1,비앤힐,32500,32500,트라넥삼산4% 고함량 속기미 나이아신아마이드 글루타치온 펩타이드 기미크림,86027872656,화장품/미용,100,스킨케어
66,2026-05-29 05:30:36.393116,2026-05-29 05:30:36.393116,아르시코,브랜드: 아르시코 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8131778/81317789219.36.jpg,1,아르시코,26000,26000,아르시코 EGF 시카 재생크림 120ml(g) 피부과 레이저 점뺀후 병풀 수분 보습 진정,81317789219,화장품/미용,100,스킨케어
67,2026-05-29 05:30:36.39588,2026-05-29 05:30:36.39588,김정문알로에,브랜드: 김정문알로에 제조사: 나우코스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192953/51929534485.20241213222059.jpg,1,네이버,13690,13690,"김정문알로에 큐어 인텐시브 2X 크림 50ml, 2개",51929534485,화장품/미용,100,스킨케어
68,2026-05-29 05:30:36.39868,2026-05-29 05:30:36.39868,닥터지,브랜드: 닥터지 제조사: 코스맥스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5994190/59941901388.20260506114155.jpg,1,네이버,20430,20430,"닥터지 레드 블레미쉬 클리어 수딩 크림 50ml x 2개 + 10ml x 2개, 1개",59941901388,화장품/미용,100,스킨케어
69,2026-05-29 05:30:36.401418,2026-05-29 05:30:36.401418,아벤느,브랜드: 아벤느 제조사: 피에르파브르 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192958/51929584812.20241213221633.jpg,1,네이버,15200,15200,"아벤느 시칼파트 플러스 SOS 크림 100ml, 1개",51929584812,화장품/미용,100,스킨케어
70,2026-05-29 05:30:36.404206,2026-05-29 05:30:36.404206,메디테라피,브랜드: 메디테라피 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192918/51929180772.20241213204240.jpg,1,네이버,19900,19900,"메디테라피 포쎄라 리얼 비피다 블러 크림 50ml, 2개",51929180772,화장품/미용,100,스킨케어
71,2026-05-29 05:30:36.407072,2026-05-29 05:30:36.407072,닥터지,브랜드: 닥터지 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192935/51929352916.20241213211809.jpg,1,네이버,12850,12850,"닥터지 로얄 블랙 스네일 크림 50ml, 1개",51929352916,화장품/미용,100,스킨케어
72,2026-05-29 05:30:36.409655,2026-05-29 05:30:36.409655,펠로디,브랜드: 펠로디 제조사: 에이티바이오제약 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9103958/91039585869.1.jpg,1,펠로디,27000,27000,리포좀 300MG 기미 크림 착색 잡티 흔적 미백 색소침착 흑자 화이트닝 멜라닌 멜라토닝,91039585869,화장품/미용,100,스킨케어
73,2026-05-29 05:30:36.412319,2026-05-29 05:30:36.412319,닥터코스모,브랜드: 닥터코스모 제조사: 뉴앤뉴 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8750312/87503129290.7.jpg,1,DR. COSMO,52000,52000,닥터코스모 마이크로바이옴 리페어 수분크림 엠엘크림 (피부레이져시술후관리 진정수분 피부결 탄력개선),87503129290,화장품/미용,100,스킨케어
74,2026-05-29 05:30:36.414959,2026-05-29 05:30:36.414959,가히,브랜드: 가히 제조사: 코스맥스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5916334/59163341954.20260306103952.jpg,1,네이버,27150,27150,"가히 멀티밤 9g, 2개",59163341954,화장품/미용,100,스킨케어
75,2026-05-29 05:30:36.417595,2026-05-29 05:30:36.417595,닥터지,브랜드: 닥터지 제조사: 코스맥스 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192958/51929582445.20241213222102.jpg,1,네이버,20990,20990,"닥터지 레드 블레미쉬 클리어 수딩 크림 50ml, 2개",51929582445,화장품/미용,100,스킨케어
76,2026-05-29 05:30:36.420247,2026-05-29 05:30:36.420247,이니스프리,브랜드: 이니스프리 제조사: 코스비전 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192935/51929356920.20241213211646.jpg,1,네이버,30980,30980,"이니스프리 그린티 씨드 히알루론산 크림 80ml, 2개",51929356920,화장품/미용,100,스킨케어
77,2026-05-29 05:30:36.423238,2026-05-29 05:30:36.423238,닥터지,브랜드: 닥터지 제조사: 한국콜마 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_8664604/86646043763.jpg,1,픽커머스,29990,29990,Dr.G 닥터지 블랙 스네일 크림 130mL 코스트코,86646043763,화장품/미용,100,스킨케어
78,2026-05-29 05:30:36.426116,2026-05-29 05:30:36.426116,에스네이처,브랜드: 에스네이처 제조사: 바이오코스텍 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_5192909/51929098639.20241213203408.jpg,1,네이버,11060,11060,"에스네이처 아쿠아 스쿠알란 수분크림 60ml, 1개",51929098639,화장품/미용,100,스킨케어
79,2026-05-29 05:30:36.428933,2026-05-29 05:30:36.428933,살림백서,브랜드: 살림백서 제조사: 오가닉케이코스메틱 카테고리: 스킨케어,https://shopping-phinf.pstatic.net/main_9058160/90581601179.jpg,1,살림백서,7800,7800,살림백서 제로 시카 55% 크림 70ml 더블 히알루론산 수분 피부 장벽 개선 병풀추출물,90581601179,화장품/미용,100,스킨케어
